Exchange,Symbol,Shortname,Longname,Sector,Industry,Currentprice,Marketcap,Ebitda,Revenuegrowth,City,State,Country,Fulltimeemployees,Longbusinesssummary,Weight
NYQ,KEYS,Keysight Technologies Inc.,"Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments,163.22,28265295872,1187000064,-0.119,Santa Rosa,CA,United States,15400,"Keysight Technologies, Inc. provides electronic design and test solutions to commercial communications, networking, aerospace, defense and government, automotive, energy, semiconductor, electronic, and education industries in the Americas, Europe, and the Asia Pacific. The company operates in two segments, Communications Solutions Group and Electronic Industrial Solutions Group. It offers electronic design automation (EDA) software; instrument measurement software, instrument workflow software, and software testing; digital multimeter, phase noise measurement, power meters and power sensors, counters, LCR meters and impedance measurement products, and electrometers; and spectrum analyzers, network analyzers, logic analyzers, protocol analyzers and exercisers, bit error ratio testers, noise figure analyzers, AC and DC power analyzers, materials test equipment, device current waveform analyzers, and curve tracers. The company also provides waveform and function generators, arbitrary waveform generators, DC power supplies, and DC electronic loads; wireless drive test, radio access and core network test, wireless analyzers, wireless network emulators, and over-the-air test; application and threat intelligence, cloud test, cyber training simulator, network test hardware, synthetic traffic generators, protocol and load test, network security test, and network modeling; bypass switches, clock synchronization, cloud visibility, network and application monitoring, network packet brokers, and network taps; and application-specific test systems, photonic test and measurement products, and MMIC millimeter-wave and microwave devices. In addition, it offers product support, technical support, installation, training, engineering, and integration services. The company sells its products through direct sales force, distributors, resellers, and manufacturer's representatives. Keysight Technologies, Inc. was founded in 1939 and is headquartered in Santa Rosa, California.",0.0005085284127635952
NYQ,DOW,Dow Inc.,Dow Inc.,Basic Materials,Chemicals,39.94,27961675776,4851999744,0.014,Midland,MI,United States,35900,"Dow Inc., through its subsidiaries, engages in the provision of various materials science solutions for packaging, infrastructure, mobility, and consumer applications in the United States, Canada, Europe, the Middle East, Africa, India, the Asia Pacific, and Latin America. The company operates through Packaging & Specialty Plastics, Industrial Intermediates & Infrastructure, and Performance Materials & Coatings segments. The Packaging & Specialty Plastics segment provides ethylene, and propylene and aromatics products; and polyethylene, polyolefin elastomers, ethylene vinyl acetate, and ethylene propylene diene monomer rubbers for mobility and transportation, consumer, wire and cable, and construction end-markets. The Industrial Intermediates & Infrastructure segment offers purified ethylene, ethylene and ethanol amines, propylene glycol and polyether polyols, aromatic isocyanates and coatings, adhesives, sealants, elastomers, and composites. This segment also provides caustic soda, and ethylene dichloride and vinyl chloride monomers; and cellulose ethers, redispersible latex powders, and acrylic emulsions. The Performance Materials and Coatings segment provides architectural paints and coatings, and industrial coatings that are used in maintenance and protective industries, wood, metal packaging, traffic markings, thermal paper, and leather; and silicon metal, siloxanes, and intermediates used as key materials in manufacturing differentiated downstream silicone products. It also engages in property and casualty insurance, as well as reinsurance business. Dow Inc. was incorporated in 2018 and is headquartered in Midland, Michigan.",0.0005030659033244153
NYQ,EQR,Equity Residential,Equity Residential,Real Estate,REIT - Residential,71.35,27904485376,1796182016,0.034,Chicago,IL,United States,2400,"Equity Residential is committed to creating communities where people thrive. The Company, a member of the S&P 500, is focused on the acquisition, development and management of residential properties located in and around dynamic cities that attract affluent long-term renters. Equity Residential owns or has investments in 312 properties consisting of 84,018 apartment units, with an established presence in Boston, New York, Washington, D.C., Seattle, San Francisco and Southern California, and an expanding presence in Denver, Atlanta, Dallas/Ft. Worth and Austin.",0.0005020369757140688
NMS,ON,ON Semiconductor Corporation,ON Semiconductor Corporation,Technology,Semiconductors,65.5,27889702912,2716600064,-0.192,Scottsdale,AZ,United States,30000,"ON Semiconductor Corporation provides intelligent sensing and power solutions in the United States and internationally. The company operates through Power Solutions Group, Advanced Solutions Group, and Intelligent Sensing Group. Its intelligent power technologies enable the electrification of the automotive industry that allows for lighter and longer-range electric vehicles, empowers fast-charging systems, and propels sustainable energy for the solar strings, industrial power, and storage systems. In addition, the company offers analog, discrete, module, and integrated semiconductor products that perform multiple application functions, includes power switching and conversion, signal conditioning, circuit protection, signal amplification, and voltage regulation functions. Further, it designs and develops analog, mixed-signal, power management ICs and sensor interface devices for automotive, industrial, compute and mobile markets. Additionally, the company offers single photon detectors, including silicon photomultipliers and single photon avalanche diode arrays, as well as actuator drivers for autofocus and image stabilization for a broad base of end-users in the different end-markets. ON Semiconductor Corporation was incorporated in 1992 and is headquartered in Scottsdale, Arizona.",0.0005017710204950364
NYQ,PPG,"PPG Industries, Inc.","PPG Industries, Inc.",Basic Materials,Specialty Chemicals,120.21,27888719872,2870000128,-0.015,Pittsburgh,PA,United States,53000,"PPG Industries, Inc. manufactures and distributes paints, coatings, and specialty materials in the United States, Canada, the Asia Pacific, Latin America, Europe, the Middle East, and Africa. It operates through two segments, Performance Coatings and Industrial Coatings. The Performance Coatings segment offers coatings, solvents, adhesives, sealants, sundries, and software for automotive and commercial transport/fleet repair and refurbishing, light industrial coatings, and specialty coatings for signs; wood stains; paints, thermoplastics, pavement marking products, and other advanced technologies for pavement marking for government, commercial infrastructure, painting, and maintenance contractors; and coatings, sealants, transparencies, transparent armor, adhesives, engineered materials, and packaging and chemical management services for commercial, military, regional jet, and general aviation aircraft. The Industrial Coatings segment offers coatings, adhesives and sealants, and metal pretreatments, as well as services and coatings applications for appliances, agricultural and construction equipment, consumer electronics, automotive parts and accessories, building products, kitchenware, and transportation vehicles and other finished products; and on-site coatings services. It also provides coatings for metal cans, closures, plastic and aluminum tubes for food, beverage and personal care, promotional, and specialty packaging; amorphous precipitated silica for tire, battery separator, and other end-uses; TESLIN substrates for labels, e-passports, drivers' licenses, breathable membranes, and loyalty and identification cards; and organic light emitting diode materials, displays and lighting lens materials, optical lenses, color-change products, and photochromic dyes. PPG Industries, Inc. was incorporated in 1883 and is headquartered in Pittsburgh, Pennsylvania.",0.0005017533343624323
NYQ,K,Kellanova,Kellanova,Consumer Defensive,Packaged Foods,80.5,27748188160,2032000000,-0.007,Chicago,IL,United States,23000,"Kellanova, together with its subsidiaries, manufactures and markets snacks and convenience foods in North America, Europe, Latin America, the Asia Pacific, the Middle East, Australia, and Africa. Its principal products include crackers, crisps, savory snacks, toaster pastries, cereal bars, granola bars and bites, ready-to-eat cereals, frozen waffles, veggie foods, and noodles. The company offers its products under the Kellogg's, Cheez-It, Pringles, Austin, Parati, RXBAR, Eggo, Morningstar Farms, Bisco, Club, Luxe, Minueto, Special K, Toasteds, Town House, Zesta, Zoo Cartoon, Choco Krispis, Crunchy Nut, Kashi, Nutri-Grain, Squares, Zucaritas, Rice Krispies Treats, Sucrilhos, Pop-Tarts, K-Time, Sunibrite, Split Stix, LCMs, Coco Pops, Krave, Frosties, Rice Krispies Squares, Incogmeato, Veggitizers, Gardenburger, Trink, Carr's, Kellogg's Extra, Müsli, Fruit n Fibre, Kellogg's Crunchy Nut, Country Store, Smacks, Honey Bsss, Zimmy's, Toppas, Tresor, Froot Ring, Chocos, Chex, Guardian, Just Right, Sultana Bran, Rice Bubbles, Sustain, and Choco Krispies brand names. It sells its products to retailers through direct sales forces, as well as brokers and distributors. The company was formerly known as Kellogg Company and changed its name to Kellanova in October 2023. Kellanova was founded in 1906 and is headquartered in Chicago, Illinois.",0.0004992249911683636
NYQ,SW,Smurfit WestRock plc,Smurfit Westrock Plc,Consumer Cyclical,Packaging & Containers,53.28,27713910784,2172999936,1.632,Dublin,,Ireland,100000,"Smurfit Westrock Plc, together with its subsidiaries, manufactures, distributes, and sells containerboard, corrugated containers, and other paper-based packaging products in Ireland and internationally. The company produces containerboard that it converts into corrugated containers or sells to third parties, as well as produces other types of paper, such as consumer packaging board, sack paper, graphic paper, solid board and graphic board, and other paper-based packaging products, such as consumer packaging, solid board packaging, paper sacks, and other packaging products, including bag-in-box. It also produces linerboard and corrugated medium, paperboard, and non-packaging grades of paper, as well as converted products, such as folding cartons and corrugated boxes, and other products; recycled paper-based packaging products; and packaging machinery. The company primarily serves food and beverage, e-commerce, retail, consumer goods, industrial, and foodservice markets. Smurfit Westrock Plc was founded in 1934 and is headquartered in Dublin, Ireland.",0.0004986082978321283
NYQ,NUE,Nucor Corporation,Nucor Corporation,Basic Materials,Steel,116.58,27374499840,4940151808,-0.152,Charlotte,NC,United States,32000,"Nucor Corporation engages in manufacture and sale of steel and steel products. It operates in three segments: steel mills, steel products, and raw materials. The Steel Mills segment produces hot-rolled, cold-rolled, and galvanized sheet steel products; plate steel products; wide-flange beams, beam blanks, and H-piling and sheet piling structural steel products; bar steel products, such as blooms, billets, concrete reinforcing and merchant bars, and engineered special bar quality products; and engages in the steel trading and rebar distribution businesses. This segment sells its products to steel service centers, fabricators, and manufacturers in the United States, Canada, and Mexico. The Steel Products segment offers steel joists and joist girders, steel decks, and galvanized torque tubes for used in solar arrays, hollow structural section steel tubing, electrical conduit, fabricated concrete reinforcing steel, cold finished steel, steel fasteners, steel grating and expanded metal, wire and wire mesh, metal building systems, insulated metal panels, steel racking, overhead doors, and utility towers and structures for communications and energy transmission. This segment is also involved in the piling distribution business. The Raw Materials segment produces direct reduced iron (DRI); brokers ferrous and nonferrous metals, pig iron, hot briquetted iron, and DRI; supplies ferro-alloys; processes ferrous and nonferrous scrap metal; and engages in the natural gas production and industrial gas business. This segment sells its ferrous scrap to electric arc furnace steel mills and foundries for manufacturing process; and nonferrous scrap metal to aluminum can producers, secondary aluminum smelters, steel mills and other processors, and consumers of various nonferrous metals. It markets its products through in-house sales force; and internal distribution and trading companies. Nucor Corporation was founded in 1905 and is headquartered in Charlotte, North Carolina.",0.000492501865781725
NYQ,EL,"Estee Lauder Companies, Inc. (T",The Estée Lauder Companies Inc.,Consumer Defensive,Household & Personal Products,74.36,26693603328,2438000128,-0.045,New York,NY,United States,44020,"The Estée Lauder Companies Inc. manufactures, markets, and sells skin care, makeup, fragrance, and hair care products worldwide. It offers skin care products, including moisturizers, serums, cleansers, toners, body care, exfoliators, acne care and oil correctors, facial masks, and sun care products; and makeup products, such as lipsticks, lip glosses, mascaras, foundations, eyeshadows, and powders, as well as compacts, brushes, and other makeup tools. The company also provides fragrance products in various forms comprising eau de parfum sprays and colognes, as well as lotions, powders, creams, candles, and soaps; and hair care products, including shampoos, conditioners, styling products, treatment, finishing sprays, and hair color products, as well as sells ancillary products and services. It offers its products under the Estée Lauder, Clinique, Origins, M·A·C, Bobbi Brown Cosmetics, La Mer, Aveda, Jo Malone London, TOM FORD, Too Faced, Dr.Jart+, and The Ordinary brands. The company sells its products through department stores, specialty-multi retailers, upscale perfumeries and pharmacies, and salons and spas; freestanding stores; its own and authorized retailer websites; third-party online malls; stores in airports; and duty-free locations. The Estée Lauder Companies Inc. was founded in 1946 and is headquartered in New York, New York.",0.000480251676571902
NYQ,BR,"Broadridge Financial Solutions,","Broadridge Financial Solutions, Inc.",Technology,Information Technology Services,226.01,26418081792,1545799936,-0.006,Lake Success,NY,United States,14000,"Broadridge Financial Solutions, Inc. provides investor communications and technology-driven solutions for the financial services industry. The company's Investor Communication Solutions segment handles the proxy materials distribution and voting processes for bank, broker-dealer, corporate issuer, and fund clients, as well as distributes regulatory reports, prospectuses, class action, and corporate action/reorganization event information, as well as tax reporting solutions. The segment also offers ProxyEdge, an electronic proxy delivery and voting solution; data-driven solutions and an end-to-end platform for content management, composition, and omni-channel distribution of regulatory, marketing, and transactional information, as well as mutual fund trade processing services; solutions for public corporations and mutual funds; data and analytics solutions; SEC filing and capital markets transaction services; registrar, stock transfer, and record-keeping services; and omni-channel customer communications solutions, as well as operates Broadridge Communications Cloud platform that creates, delivers, and manages communications and customer engagement activities. Its Global Technology and Operations segment provides solutions that automate the front-to-back transaction lifecycle of equity, mutual fund, fixed income, foreign exchange and exchange-traded derivatives, order capture and execution, trade confirmation, margin, cash management, clearing and settlement, reference data management, reconciliations, securities financing and collateral management, asset servicing, compliance and regulatory reporting, portfolio accounting, and custody-related services. This segment also offers business process outsourcing services; technology solutions, such portfolio management, compliance, fee billing, and operational support solutions; and capital market and wealth and investment management solutions. The company was founded in 1962 and is headquartered in Lake Success, New York.",0.0004752946957563195
NMS,WBD,"Warner Bros. Discovery, Inc. - ","Warner Bros. Discovery, Inc.",Communication Services,Entertainment,10.69,26224386048,7144999936,-0.036,New York,NY,United States,35300,"Warner Bros. Discovery, Inc. operates as a media and entertainment company worldwide. It operates through three segments: Studios, Network, and DTC. The Studios segment produces and releases feature films for initial exhibition in theaters; produces and licenses television programs to its networks and third parties and direct-to-consumer services; distributes films and television programs to various third parties and internal television; and offers streaming services and distribution through the home entertainment market, themed experience licensing, and interactive gaming. The Network segment comprises domestic and international television networks. The DTC segment offers premium pay-tv and streaming services. In addition, the company offers portfolio of content, brands, and franchises across television, film, streaming, and gaming under the Warner Bros. Motion Picture Group, Warner Bros. Television Group, DC, HBO, HBO Max, Max, Discovery Channel, discovery+, CNN, HGTV, Food Network, TNT Sports, TBS, TLC, OWN, Warner Bros. Games, Batman, Superman, Wonder Woman, Harry Potter, Looney Tunes, Hanna-Barbera, Game of Thrones, and The Lord of the Rings brands. Further, it provides content through distribution platforms, including linear network, free-to-air, and broadcast television; authenticated GO applications, digital distribution arrangements, content licensing arrangements, and direct-to-consumer subscription products. Warner Bros. Discovery, Inc. was incorporated in 2008 and is headquartered in New York, New York.",0.00047180986440336134
NMS,CINF,Cincinnati Financial Corporatio,Cincinnati Financial Corporation,Financial Services,Insurance - Property & Casualty,144.57,22598461440,4062000128,0.833,Fairfield,OH,United States,5426,"Cincinnati Financial Corporation, together with its subsidiaries, provides property casualty insurance products in the United States. It operates through five segments: Commercial Lines Insurance, Personal Lines Insurance, Excess and Surplus Lines Insurance, Life Insurance, and Investments. The Commercial Lines Insurance segment offers coverage for commercial casualty, commercial property, commercial auto, and workers' compensation. It also provides contract and commercial surety bonds, and fidelity bonds; and machinery and equipment. The Personal Lines Insurance segment offers personal auto insurance; homeowner insurance; and dwelling fire, inland marine, personal umbrella liability, and watercraft coverages to individuals. The Excess and Surplus Lines Insurance segment offers commercial casualty insurance that covers businesses for third-party liability from accidents occurring on their premises or arising out of their operations, such as injuries sustained from products, as well as other coverages, including miscellaneous errors and omissions, professional liability, and excess liability; and commercial property insurance, which insures buildings, inventory, equipment, and business income from loss or damage due to various causes, such as fire, wind, hail, water, theft, and vandalism. The Life Insurance segment provides term life insurance products; universal life insurance products; worksite products, such as term life; and whole life insurance products, as well as annuities. The Investments segment invests in fixed-maturity investments, including taxable and tax-exempt bonds, redeemable preferred stocks, and mortgage-backed securities; and equity investments comprising common and nonredeemable preferred stocks. It also offers commercial leasing and financing services; and insurance brokerage services. Cincinnati Financial Corporation was founded in 1950 and is headquartered in Fairfield, Ohio.",0.0004065748959085408
NMS,PTC,PTC Inc.,PTC Inc.,Technology,Software - Application,187.58,22533797888,698484992,0.146,Boston,MA,United States,7000,"PTC Inc. operates as software company in the Americas, Europe, and the Asia Pacific. The company provides Windchill, a suite that manages all aspects of the product development lifecycle(PLM) that provides real-time information sharing, dynamic data visualization, collaborate across geographically distributed teams, and enabling manufacturers to elevate product development, manufacturing, field service, and end-of-life processes; ThingWorx, an Industrial Internet of Things software; ServiceMax, a service lifecycle management solutions enable companies to asset uptime with optimized in-person and remote service and technician productivity with mobile tools, and deliver metrics; and Arena, a SaaS PLM solution enables product teams to collaborate virtually to share product and quality information with internal teams and supply chain partners and deliver products to customers. It offers Codebeamer, an application lifecycle management for products and software development; Servigistics, a service parts management solution; and FlexPLM, a platform for merchandising and line planning, materials management, sampling, and others. In addition, it offers Kepware, an enterprise industrial connectivity solution; Creo, a 3D CAD technology enables the digital design, testing, and modification of product models; and Onshape, a SaaS product development platform that delivers computer-aided design with data management, collaboration tools, and real-time analytics. Further, it offers Vuforia, an augmented reality (AR) software; and Arbortext, a dynamic publishing solution streamlines how organizations create, manage, and publish technical documentation. PTC Inc. was incorporated in 1985 and is headquartered in Boston, Massachusetts.",0.0004054115168442944
NYQ,WRB,W.R. Berkley Corporation,W. R. Berkley Corporation,Financial Services,Insurance - Property & Casualty,58.57,22319210496,,0.122,Greenwich,CT,United States,8329,"W. R. Berkley Corporation, an insurance holding company, operates as a commercial lines writers worldwide. It operates in two segments, Insurance and Reinsurance & Monoline Excess. The Insurance segment underwrites commercial insurance business, including excess and surplus lines, admitted lines, and specialty personal lines. This segment also provides accident and health insurance and reinsurance products; insurance for commercial risks; casualty and specialty environmental products; specialized insurance coverages for fine arts and jewelry exposures; excess liability and inland marine coverage for small to medium-sized insureds; and commercial general liability, umbrella, professional liability, directors and officers, commercial property, and surety products, as well as products for technology, and life sciences and travel industries. In addition, this segment offers cyber risk solutions; crime and fidelity insurance products; medical professional coverages; workers' compensation insurance products; general insurance; personal lines insurance solutions, including home, condo/co-op, auto, and collectibles; automobile, law enforcement, public officials and educator's legal, and employment practices liability, as well as incidental medical and property and crime insurance products; at-risk and alternative risk insurance program management services; professional liability; energy and marine risks; and provides insurance products to the Lloyd's marketplace. The Reinsurance & Monoline Excess segment provides treaty and facultative reinsurance solutions; property and casualty reinsurance; facultative reinsurance products include automatic, semi-automatic and individual risk assumed reinsurance; and turnkey products such as cyber, employment practices liability insurance, liquor liability insurance and violent events. The company was founded in 1967 and is headquartered in Greenwich, Connecticut.",0.00040155081832739194
NYQ,DRI,"Darden Restaurants, Inc.","Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,187.59,22041825280,1789500032,0.01,Orlando,FL,United States,191105,"Darden Restaurants, Inc., together with its subsidiaries, owns and operates full-service restaurants in the United States and Canada. It operates under Olive Garden, LongHorn Steakhouse, Cheddar's Scratch Kitchen, Yard House, The Capital Grille, Seasons 52, Bahama Breeze, Eddie V's Prime Seafood, and Capital Burger brand names. Darden Restaurants, Inc. was incorporated in 1995 and is based in Orlando, Florida.",0.00039656030755208104
NMS,FOXA,Fox Corporation,Fox Corporation,Communication Services,Entertainment,49.53,21946050560,3025999872,0.111,New York,NY,United States,10200,"Fox Corporation operates as a news, sports, and entertainment company in the United States (U.S.). The company operates through four segments: Cable Network Programming, Television, Credible, and The FOX Studio Lot. The Cable Network Programming segment produces and licenses news and sports content for distribution through traditional cable television systems, direct broadcast satellite operators and telecommunication companies, virtual multi-channel video programming distributors, and other digital platforms primarily in the U.S. Television segment produces, acquires, markets, and distributes programming through the FOX broadcast network, advertising supported video-on-demand service Tubi, and operates power broadcast television stations including duopolies and other digital platform; and produces content for third parties. The Credible segment engages in the consumer finance marketplace. The FOX Studio Lot segment provides television and film production services along with office space, studio operation services and includes all operations of the facility. The company was incorporated in 2018 and is headquartered in New York, New York.",0.00039483719923702796
NMS,FOX,Fox Corporation,Fox Corporation,Communication Services,Entertainment,46.65,21941315584,3025999872,0.111,New York,NY,United States,10200,"Fox Corporation operates as a news, sports, and entertainment company in the United States (U.S.). The company operates through four segments: Cable Network Programming, Television, Credible, and The FOX Studio Lot. The Cable Network Programming segment produces and licenses news and sports content for distribution through traditional cable television systems, direct broadcast satellite operators and telecommunication companies, virtual multi-channel video programming distributors, and other digital platforms primarily in the U.S. Television segment produces, acquires, markets, and distributes programming through the FOX broadcast network, advertising supported video-on-demand service Tubi, and operates power broadcast television stations including duopolies and other digital platform; and produces content for third parties. The Credible segment engages in the consumer finance marketplace. The FOX Studio Lot segment provides television and film production services along with office space, studio operation services and includes all operations of the facility. The company was incorporated in 2018 and is headquartered in New York, New York.",0.0003947520110316521
NYQ,MKC,"McCormick & Company, Incorporat","McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,78.86,21156954112,1270200064,-0.003,Hunt Valley,MD,United States,13800,"McCormick & Company, Incorporated manufactures, markets, and distributes spices, seasoning mixes, condiments, and other flavorful products to the food industry. It operates in two segments, Consumer and Flavor Solutions. The Consumer segment offers spices, herbs, and seasonings, as well as condiments and sauces, and desserts. This segment markets its products under the McCormick, French's, Frank's RedHot, Lawry's, Cholula Hot Sauce, Gourmet Garden, Club House, and OLD BAY brands in the Americas; Ducros, Schwartz, Kamis, LA Drogheria, and Vahiné brands in Europe, the Middle East, and Africa; McCormick and DaQiao brands in the Asia/Pacific; McCormick, Aeroplane, and Gourmet Garden brands in China; and the McCormick brand and other brands in Australia, as well as markets regional and ethnic brands, such as Zatarain's, Stubb's, Thai Kitchen, and Simply Asia. It also supplies its products under the private labels. This segment serves retailers comprising grocery, mass merchandise, warehouse clubs, discount and drug stores, and e-commerce retailers directly and indirectly through distributors and wholesale foodservice suppliers. The Flavor Solutions segment offers seasoning blends, spices and herbs, condiments, coating systems, and compound flavors to multinational food manufacturers and foodservice customers. It serves foodservice customers directly and indirectly through distributors. The company was founded in 1889 and is headquartered in Hunt Valley, Maryland.",0.0003806403563652595
NYQ,WY,Weyerhaeuser Company,Weyerhaeuser Company,Real Estate,REIT - Specialty,27.5,19981004800,1234000000,-0.169,Seattle,WA,United States,9300,"Weyerhaeuser Company, one of the world's largest private owners of timberlands, began operations in 1900. We own or control approximately 11 million acres of timberlands in the U.S. and manage additional timberlands under long-term licenses in Canada. We manage these timberlands on a sustainable basis in compliance with internationally recognized forestry standards. We are also one of the largest manufacturers of wood products in North America. Our company is a real estate investment trust. In 2022, we generated $10.2 billion in net sales and employed approximately 9,200 people who serve customers worldwide. Our common stock trades on the New York Stock Exchange under the symbol WY.",0.00035948354131439735
NYQ,LUV,Southwest Airlines Company,Southwest Airlines Co.,Industrials,Airlines,33.28,19959246848,1682000000,0.053,Dallas,TX,United States,73463,"Southwest Airlines Co. operates as a passenger airline company that provides scheduled air transportation services in the United States and near-international markets. As of December 31, 2023, the company operated a total fleet of 817 Boeing 737 aircraft; and served 121 destinations in 42 states, the District of Columbia, and the Commonwealth of Puerto Rico, as well as ten near-international countries, including Mexico, Jamaica, the Bahamas, Aruba, the Dominican Republic, Costa Rica, Belize, Cuba, the Cayman Islands, and Turks and Caicos. It also provides inflight entertainment and connectivity services on Wi-Fi enabled aircraft; and Rapid Rewards loyalty program that enables program members to earn points for dollars spent on Southwest base fares. In addition, the company offers a suite of digital platforms to support customers' travel needs, including websites and apps; and SWABIZ, an online booking tool. Further, it provides ancillary services, such as Southwest's EarlyBird Check-In, upgraded boarding, and transportation of pets and unaccompanied minors. Southwest Airlines Co. was incorporated in 1967 and is headquartered in Dallas, Texas.",0.00035909208824609574
NMS,ULTA,"Ulta Beauty, Inc.","Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,430.01,19940638720,1827608064,0.009,Bolingbrook,IL,United States,20000,"Ulta Beauty, Inc. operates as a specialty beauty retailer in the United States. The company offers branded and private label beauty products, including cosmetics, fragrance, haircare, skincare, bath and body products, professional hair products, and salon styling tools through its Ulta Beauty stores, shop-in-shops, Ulta.com website, and its mobile applications. It also offers beauty services, including hair, makeup, brow, and skin services at its stores. The company was formerly known as ULTA Salon, Cosmetics & Fragrance, Inc. and changed its name to Ulta Beauty, Inc. in January 2017. Ulta Beauty, Inc. was incorporated in 1990 and is based in Bolingbrook, Illinois.",0.0003587573044943461
NYQ,CFG,"Citizens Financial Group, Inc.","Citizens Financial Group, Inc.",Financial Services,Banks - Regional,43.45,19148457984,,-0.061,Providence,RI,United States,17329,"Citizens Financial Group, Inc. operates as the bank holding company that provides retail and commercial banking products and services to individuals, small businesses, middle-market companies, corporations, and institutions in the United States. The company operates in two segments, Consumer Banking and Commercial Banking. The Consumer Banking segment offers deposit products, mortgage and home equity lending products, credit cards, business loans, wealth management, and investment services; and auto, education, and point-of-sale finance loans, as well as digital deposit products. This segment serves its customers through telephone service centers, as well as through its online and mobile platforms. The Commercial Banking segment provides various financial products and solutions, including lending and leasing, deposit and treasury management services, foreign exchange, and interest rate and commodity risk management solutions, as well as syndicated loans, corporate finance, mergers and acquisitions, and debt and equity capital markets services. This segment serves corporate banking, healthcare, technology, asset finance, franchise finance, leasing, asset-based lending, commercial real estate, mid-corporate, and private equity sponsor industries. The company was formerly known as RBS Citizens Financial Group, Inc. and changed its name to Citizens Financial Group, Inc. in April 2014. Citizens Financial Group, Inc. was founded in 1828 and is headquartered in Providence, Rhode Island.",0.0003445049713815326
NYQ,LH,Labcorp Holdings Inc.,Labcorp Holdings Inc.,Healthcare,Diagnostics & Research,228.61,19120779264,1673500032,0.074,Burlington,NC,United States,67000,"Labcorp Holdings Inc. provides laboratory services. It operates through two segments, Diagnostics Laboratories and Biopharma Laboratory Services. The company offers various tests, such as blood chemistry analyses, urinalyses, blood cell counts, thyroid, PAP, hemoglobin A1C and vitamin D, prostate-specific antigens, sexually transmitted diseases, hepatitis C, microbiology cultures and procedures, and alcohol and other substance-abuse tests. It also provides specialty testing services comprising gene-based and esoteric testing; advanced tests target specific diseases; services related to anatomic pathology/oncology, cardiovascular disease, coagulation, diagnostic genetics, endocrinology, infectious disease, women's health, pharmacogenetics, parentage and donor testing, occupational testing services, medical drug monitoring services, chronic disease programs, and kidney stone prevention tests; and health and wellness services to employers and managed care organizations (MCOs). In addition, the company offers online and mobile applications that enable patients to check test results; online applications for providers, MCOs, and accountable care organizations; specimen collection services; and drug development, medical device, and companion diagnostic development solutions, as well as support for crop protection and chemical testing. It serves pharmaceutical, biotechnology, medical device, and diagnostics companies; and MCOs, employer plans, other health insurance providers, governmental agencies, physicians and other healthcare providers, hospitals and health systems, employers, patients and consumers, contract research organizations, crop protection and chemical companies, academic institutions, independent clinical laboratories, and retailers. The company was founded in 1995 is headquartered in Burlington, North Carolina.",0.00034400699621040155
NMS,VRSN,"VeriSign, Inc.","VeriSign, Inc.",Technology,Software - Infrastructure,198.84,19108524032,1089200000,0.038,Reston,VA,United States,907,"VeriSign, Inc., together with its subsidiaries, provides domain name registry services and internet infrastructure that enables internet navigation for various recognized domain names worldwide. The company enables the security, stability, and resiliency of internet infrastructure and services, including providing root zone maintainer services, operating two of thirteen internet root servers; and offering registration services and authoritative resolution for the .com and .net domains, which supports global e-commerce. It operates directory for .name and .cc; and back-end systems for .edu, domain names. VeriSign, Inc. was incorporated in 1995 and is headquartered in Reston, Virginia.",0.0003437865090906052
NYQ,NRG,"NRG Energy, Inc.","NRG Energy, Inc.",Utilities,Utilities - Independent Power Producers,90.45,18322094080,2192999936,-0.091,Houston,TX,United States,18131,"NRG Energy, Inc., together with its subsidiaries, operates as an energy and home services company in the United States and Canada. It operates through Texas; East; West/Services/Other; Vivint Smart Home; and Corporate Activities segments. The company produces and sells electricity generated using coal, oil, solar, and battery storage; natural gas; and a cloud-based home platform, including hardware, software, sales, installation, customer service, technical support, and professional monitoring solutions. It offers retail electricity and energy management, line and surge protection products, HVAC installation, repair and maintenance, home protection products, carbon offsets, back-up power stations, portable power, portable solar, and portable lighting; retail services comprising demand response, commodity sales, energy efficiency, and energy management solutions; and system power, distributed generation, renewable and low-carbon products, carbon management and specialty services, backup generation, storage and distributed solar, and energy advisory services. In addition, the company trades in power, natural gas, and related commodities; environmental products; weather products; and financial products, including forwards, futures, options, and swaps. It offers its products and services under the NRG, Reliant, Direct Energy, Green Mountain Energy, and Vivint. It serves residential, commercial, government, industrial, and wholesale customers. NRG Energy, Inc. was founded in 1989 and is headquartered in Houston, Texas.",0.000329637639853525
